aligned_dna_short_read_id	aligned_dna_short_read_file	md5sum	quality_issues	experiment_dna_short_read_id	reference_assembly	analysis_details	reference_assembly_details	alignment_software	reference_assembly_uri	mean_coverage	aligned_dna_short_read_index_file
PMGRC-962-962-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-962-962-0.cram	f191c459992935ea6f9b37b7061bfaf9	NA	PMGRC-962-962-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	62.1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-962-962-0.crai
PMGRC-1022-1022-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1022-1022-0.cram	87f081672adfbb6f2b4a3f06869c7d2d	NA	PMGRC-1022-1022-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	25.2	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1022-1022-0.crai
PMGRC-963-963-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-963-963-0.cram	6b94c4a4690094676b51dbdef8493a47	NA	PMGRC-963-963-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-963-963-0.crai
PMGRC-965-965-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-965-965-0.cram	45342a69d4c7d7473ad896225fc55193	NA	PMGRC-965-965-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-965-965-0.crai
PMGRC-966-966-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-966-966-0.cram	bf4c63e455df8c6c3743208ded4bc7f8	NA	PMGRC-966-966-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.4	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-966-966-0.crai
PMGRC-968-968-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-968-968-0.cram	e16739ad64810443404f9883514c3884	NA	PMGRC-968-968-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	51.1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-968-968-0.crai
PMGRC-969-969-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-969-969-0.cram	0c055c91227e5816196c00239f3e89c6	NA	PMGRC-969-969-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	51	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-969-969-0.crai
PMGRC-970-970-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-970-970-0.cram	46ec6110ab991db40b5a8ac1e15acc56	NA	PMGRC-970-970-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.7	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-970-970-0.crai
PMGRC-971-971-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-971-971-0.cram	d77593d6a9e1751bfe0de4537599c968	NA	PMGRC-971-971-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	73.8	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-971-971-0.crai
PMGRC-972-972-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-972-972-0.cram	fbc87e78c9d4a032789f4535e2096157	NA	PMGRC-972-972-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	43.3	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-972-972-0.crai
PMGRC-973-973-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-973-973-0.cram	e647a7a34929eb774d3b48bd1c9d3767	NA	PMGRC-973-973-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	55.4	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-973-973-0.crai
PMGRC-974-974-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-974-974-0.cram	48fed7ab1df45d5c7ef826bbd0835d32	NA	PMGRC-974-974-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	54.7	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-974-974-0.crai
PMGRC-975-975-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-975-975-0.cram	1f85eb633325aad5ae14cb1ef7af58ce	NA	PMGRC-975-975-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	26.6	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-975-975-0.crai
PMGRC-976-976-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-976-976-0.cram	d9afcf17179b5da94594d1b234045769	NA	PMGRC-976-976-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	31	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-976-976-0.crai
PMGRC-977-977-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-977-977-0.cram	3457cfe2368b6d18230da3c623406254	NA	PMGRC-977-977-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	35.6	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-977-977-0.crai
PMGRC-978-978-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-978-978-0.cram	f09b470b6ae11853da7c0ceaf5029abf	NA	PMGRC-978-978-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	51.1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-978-978-0.crai
PMGRC-979-979-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-979-979-0.cram	a93eba15dc40466a7cd1cc7f94c9b1fd	NA	PMGRC-979-979-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	51	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-979-979-0.crai
PMGRC-1000-1000-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1000-1000-0.cram	791e822dafe281572fb3593d7ebf8562	NA	PMGRC-1000-1000-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	52	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1000-1000-0.crai
PMGRC-1001-1001-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1001-1001-0.cram	6e263b92df3a181984930fc620c61729	NA	PMGRC-1001-1001-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	74.9	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1001-1001-0.crai
PMGRC-1028-1028-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1028-1028-0.cram	095431f1e6e017018799e1b53e41e71b	NA	PMGRC-1028-1028-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	45.9	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1028-1028-0.crai
PMGRC-1029-1029-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1029-1029-0.cram	d691d0b8ebb29c11e4a1ea207ac39604	NA	PMGRC-1029-1029-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	62.1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1029-1029-0.crai
PMGRC-1030-1030-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1030-1030-0.cram	e833d0304a2f0a6cb33ffe8cc315d66b	NA	PMGRC-1030-1030-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	45	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1030-1030-0.crai
PMGRC-1031-1031-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1031-1031-0.cram	c409dcbaf7353d14433c14f837b615bc	NA	PMGRC-1031-1031-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	63	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1031-1031-0.crai
PMGRC-1032-1032-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1032-1032-0.cram	073d3ec4e738f2cf1b9e06f2b330e2c6	NA	PMGRC-1032-1032-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	60.8	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1032-1032-0.crai
PMGRC-1033-1033-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1033-1033-0.cram	31fe22461ec9a82cafcd4bc90f57df1f	NA	PMGRC-1033-1033-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	51.4	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1033-1033-0.crai
PMGRC-1034-1034-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1034-1034-0.cram	2e34a20b8f00fa68d47cac1ca137bebf	NA	PMGRC-1034-1034-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	46	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1034-1034-0.crai
PMGRC-992-992-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-992-992-0.cram	edb88cd8e7e7edb2d17cffa94ae0a9ee	NA	PMGRC-992-992-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	39.7	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-992-992-0.crai
PMGRC-993-993-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-993-993-0.cram	09daefba7ace31f36796a18643a9a291	NA	PMGRC-993-993-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	55	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-993-993-0.crai
PMGRC-994-994-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-994-994-0.cram	082ee81b2d472c4b46b70b667b684a74	NA	PMGRC-994-994-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	54.6	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-994-994-0.crai
PMGRC-995-995-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-995-995-0.cram	2cf3b0bb939b58e937ae8ae657624ede	NA	PMGRC-995-995-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	43.7	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-995-995-0.crai
PMGRC-996-996-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-996-996-0.cram	4fe884d2f856422a6c9e87ddbcff2ac0	NA	PMGRC-996-996-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	35.3	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-996-996-0.crai
PMGRC-997-997-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-997-997-0.cram	bf43c8675230106fd58737b042f65bc8	NA	PMGRC-997-997-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	53.6	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-997-997-0.crai
PMGRC-999-999-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-999-999-0.cram	fe47d86921ff974616025d9d4eb03f80	NA	PMGRC-999-999-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	47.4	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-999-999-0.crai
PMGRC-1024-1024-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1024-1024-0.cram	b8a2e466e0b549340b67ae0c3ad2c33f	NA	PMGRC-1024-1024-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	40.6	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1024-1024-0.crai
